scenario,initial_state,initial_label,source_relation,plume_relation,wind_relation,expected_gas_cue,base_x,base_y,base_yaw,initial_ee_x,initial_ee_y,initial_ee_z,param_set,success,stop_reason,time_s,path_length_m,initial_distance_m,min_distance_m,min_distance_confidence,min_distance_time_s,final_distance_m,final_raw,final_margin,final_confidence,max_margin_seen,gas_msg_count,cast_steps,surge_steps,spiral_steps,theta_low,theta_mid,theta_high
exp3_advection,far_off_plume,远离气源，且离羽流边缘也有一段距离,far,outside_far_from_edge,downwind_crosswind,none_or_very_weak,0.8,4.65,0.0,1.35,4.2,0.65,supervisor_initial_state_matrix,0,interrupted,111.754,12.2516,0.8292,0.7198,0.000000,75.000,0.8420,0.000000,0.000000,0.000000,0.000000,1118,100,0,0,0.500000,2.000000,5.000000
