scenario,initial_state,initial_label,source_relation,plume_relation,wind_relation,expected_gas_cue,param_set,success,stop_reason,time_s,path_length_m,initial_distance_m,min_distance_m,min_distance_confidence,min_distance_time_s,final_distance_m,final_raw,final_margin,final_confidence,max_margin_seen,gas_msg_count,cast_steps,surge_steps,spiral_steps,theta_low,theta_mid,theta_high
exp3_advection,near_source_upwind,靠近气源，且位于气源上游一侧,near,outside_upwind,upwind,none_or_very_weak,supervisor_initial_state_matrix,0,interrupted,125.153,14.0859,0.5523,1.4825,0.000000,98.000,1.5939,0.000000,0.000000,0.000000,0.000000,1252,111,0,0,0.500000,2.000000,5.000000
exp3_advection,far_inside_plume,远离气源，但已经在羽流内部,far,inside,downwind,clear_plume_contact,0.8,4.65,0.0,1.55,4.95,0.65,supervisor_initial_state_matrix,0,timeout,300.000,22.7060,0.5523,0.0110,0.031338,175.200,0.5061,0.000000,0.000000,0.000000,18.648077,3000,215,49,5,2.797212,7.459231,13.053654
