scenario,initial_state,initial_label,plume_relation,wind_relation,param_set,trials,success_rate,mean_time_s,mean_path_m,mean_min_distance_m,mean_final_distance_m,mean_final_raw,mean_final_confidence,mean_max_margin_seen,mean_cast_steps,mean_surge_steps,mean_spiral_steps,stop_reasons
exp3_advection,far_off_plume,远离气源，且离羽流边缘也有一段距离,outside_far_from_edge,downwind_crosswind,sensitivity_baseline,1,0.00,180.0,19.640,0.712,0.771,0.000,0.000,0.000,161.0,0.0,0.0,timeout:1
exp3_advection,far_off_plume,远离气源，且离羽流边缘也有一段距离,outside_far_from_edge,downwind_crosswind,sensitivity_conf_low,1,0.00,180.0,19.625,0.719,0.850,0.000,0.000,0.000,162.0,0.0,0.0,timeout:1
exp3_advection,far_off_plume,远离气源，且离羽流边缘也有一段距离,outside_far_from_edge,downwind_crosswind,sensitivity_conf_high,1,0.00,180.0,20.489,0.722,0.895,0.000,0.000,0.000,163.0,0.0,0.0,timeout:1
exp3_advection,far_off_plume,远离气源，且离羽流边缘也有一段距离,outside_far_from_edge,downwind_crosswind,sensitivity_threshold_low,1,0.00,180.0,20.169,0.713,0.846,0.000,0.000,0.000,161.0,0.0,0.0,timeout:1
exp3_advection,far_off_plume,远离气源，且离羽流边缘也有一段距离,outside_far_from_edge,downwind_crosswind,sensitivity_loss_tolerant,1,0.00,180.2,19.808,0.714,0.851,0.000,0.000,0.000,161.0,0.0,0.0,timeout:1
exp3_advection,far_off_plume,远离气源，且离羽流边缘也有一段距离,outside_far_from_edge,downwind_crosswind,sensitivity_spiral_easy,1,0.00,180.2,19.673,0.713,0.779,0.000,0.000,0.000,161.0,0.0,0.0,timeout:1
